대분류,중분류,소분류,세분류,상품코드(다나와),상품명,브랜드,최저가,등록월,상품상태,가격이력수,스펙요약
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,93179402,"DELL 24 AIO DEC24250-WH01KR (16GB, M.2 1TB)",DELL,1198900,2025.06.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,49998317,"DELL 인스피론 24 DNDT5430-WH01KR (8GB, M.2 512GB)",DELL,698990,2024.04.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,74997275,"HP 24-cr0009KL MAX (16GB, M.2 512GB)",HP,1048000,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,74997302,"HP 24-cr0009KL Win11Home (8GB, M.2 256GB)",HP,891390,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,31427078,"HP 27-cr0004kr (8GB, M.2 512GB)",HP,863770,2023.12.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,95425307,"HP 27-cr0010KL POWER (32GB, M.2 512GB)",HP,1198000,2025.08.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,70678595,"HP 프로원 G10 AB4A6PT (8GB, M.2 256GB)",HP,591250,2024.11.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,45996671,"HP 엔비 Move 24-cs0002kr (8GB, M.2 512GB)",HP,798990,2024.04.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,75993194,"HP 옴니스튜디오X 32-c1001KR (32GB, M.2 1TB)",HP,2289880,2025.02.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,75600128,"LG전자 24V70T-GA56K (16GB, M.2 512GB)",LG전자,1398750,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,17332517,"LG전자 27V70Q-GA70K (8GB, M.2 256GB)",LG전자,1330000,2022.06.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,74819225,"LG전자 27V70T-GR50K (8GB, M.2 256GB)",LG전자,1287020,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,71160455,"레노버 올인원PC A100 24 F0J6000HKR (8GB, M.2 256GB)",레노버,518890,2024.11.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,70872557,"레노버 올인원PC A100 24 F0J6000JKR (8GB, M.2 256GB)",레노버,398990,2024.11.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,49164068,"삼성전자 올인원 PRO DM970AGA-L51AR (32GB, M.2 512GB)",삼성전자,2000000,2024.04.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,47489273,"삼성전자 올인원 PRO DM970AGA-L71A (16GB, M.2 512GB)",삼성전자,1899000,2024.04.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,91041746,"삼성전자 올인원 PRO DM970AGA-L71AG (16GB, M.2 512GB)",삼성전자,1898990,2024.04.,판매중,24,
컴퓨터/노트북/조립PC,노트북/데스크탑,올인원PC,,49164173,"삼성전자 올인원 PRO DM970AGA-L71AR (32GB, M.2 1TB)",삼성전자,2350000,2024.04.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,메인보드,,95988710,ASUS TUF Gaming B850M-PLUS WIFI7 STCOM,ASUS,268130,2025.08.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,메인보드,,21727307,GIGABYTE B650M K 피씨디렉트,GIGABYTE,118970,2023.07.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,메인보드,,73892423,GIGABYTE B850M AORUS ELITE WIFI6E ICE 제이씨현,GIGABYTE,241510,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,그래픽카드,,90956033,MSI 지포스 RTX 5060 벤투스 2X OC D7 8GB,MSI,497990,2025.05.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,그래픽카드,,90887879,PALIT 지포스 RTX 5060 DUAL OC D7 8GB 이엠텍,PALIT,494130,2025.05.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,그래픽카드,,81037490,PALIT 지포스 RTX 5060 Ti INFINITY 3 D7 16GB 이엠텍,PALIT,712570,2025.04.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,CPU,,21694499,AMD 라이젠5-5세대 7500F (라파엘) (멀티팩 정품),AMD,232750,2023.07.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,CPU,,19627934,AMD 라이젠7-5세대 7800X3D (라파엘) (멀티팩 정품),AMD,482770,2023.04.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,CPU,,70531547,AMD 라이젠7-6세대 9800X3D (그래니트 릿지) (멀티팩 정품),AMD,651990,2024.11.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,RAM,,18911780,삼성전자 DDR5-5600 (16GB),삼성전자,379000,2023.02.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,RAM,,18965774,ESSENCORE KLEVV DDR5-5600 CL46 파인인포 (16GB),ESSENCORE,334330,2023.02.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,RAM,,21695174,GeIL DDR5-5600 CL46 PRISTINE V (16GB),GeIL,356990,2023.07.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,SSD,,69869543,삼성전자 990 EVO Plus M.2 NVMe (1TB),삼성전자,258570,2024.10.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,SSD,,18297002,삼성전자 990 PRO M.2 NVMe (1TB),삼성전자,328990,2022.11.,판매중,24,
컴퓨터/노트북/조립PC,PC부품,SSD,,17788487,Western Digital WD BLACK SN850X M.2 NVMe (1TB),WD,389990,2022.09.,판매중,24,
